,股票代码,质押日期,股东名称,质押方,质押股数(万股),占所持股比例(%),占总股本比例(%),冻结事由,冻结期限,状态,预警线(估算),平仓线(估算),质押日收盘价(前复权)(元),最新收盘价(元),质押股数(万股).1,占所持股比例(%).1,占总股本比例(%).1,解除日期,公告日期,平仓日
554,002160.SZ,2016/12/15,上海朗助实业发展有限公司,中信建投证券股份有限公司,910,34.98,1.2,上海朗助将持有的本公司股份质押给中信建投证券股份有限公司用于贷款,"质押期限自2016年12月15日至2018年12月13日,延期至2019年3月13日。",已到平仓线,5.57,4.87,8.7,3.1,"2,601.00",99.98,3.44,2019/12/12,2019/4/4,20180613
555,002160.SZ,2016/8/18,上海朗诣实业发展有限公司,招商证券资产管理有限公司,"1,900.00",17.8,2.62,"上海朗诣实业发展有限公司将其持有公司的19,000,000股质押给招商证券资产管理有限公司",质押期限至办理解除质押登记手续之日止,已到平仓线,5.95,5.21,9.3,3.1,"6,620.00",62.01,9.14,--,2016/8/19,20180530
556,002160.SZ,2016/7/8,上海朗诣实业发展有限公司,华林证券股份有限公司,"1,520.00",14.23,2.1,"上海朗诣将持有的本公司1520万股限售股(占其持有公司股份的14.23%)质押给华林证券有限责任公司,办理股票质押式回购交易业务",质押期限至办理解除质押登记手续之日止,已到平仓线,5.93,5.19,9.26,3.1,"4,720.00",44.21,6.52,--,2016/7/9,20180530
557,002160.SZ,2016/3/22,常熟市铝箔厂有限责任公司,中国工商银行常熟支行,"3,500.00",22.04,5.48,质押给中国工商银行常熟支行,"质押登记日为2016年3月22日,该项股权质押期限自质押登记日至上述合同履约完毕为止。",已到平仓线,6.17,5.4,9.64,3.1,"3,500.00",22.04,5.48,--,2016/3/24,20180530
558,002164.SZ,2017/11/27,东力控股集团有限公司,华夏银行宁波分行,700,5.05,1.0,"东力集团将所持有本公司的7,000,000股质押给华夏银行宁波分行用于融资。",质押起始日2017年11月27日至2020年11月16日。,已到平仓线,5.8,5.08,9.07,4.03,"13,700.00",98.92,19.59,2020/11/16,2017/11/29,20180703
559,002164.SZ,2017/9/27,宋济隆,中国工商银行股份有限公司宁波东门支行,"2,040.00",29.84,2.92,"宋济隆质押给中国工商银行股份有限公司宁波东门支行20,400,000股用于融资","质押开始日期2017年9月27日,质押截止日期2020年8月22日。",已到平仓线,6.34,5.55,9.91,4.03,"4,900.00",71.67,7.01,2020/8/22,2017/9/29,20180619
560,002164.SZ,2017/9/18,东力控股集团有限公司,中国银行股份有限公司宁波市鄞州分行,"4,000.00",28.88,5.72,"东力控股集团有限公司质押给中国银行股份有限公司宁波市鄞州分行40,000,000股","质押开始日期2017年9月18日,质押截止日期2020年9月15日。",已到平仓线,6.25,5.47,9.76,4.03,"13,000.00",93.86,19.78,2020/9/15,2017/9/20,20180619
561,002164.SZ,2017/8/25,东力控股集团有限公司,中国工商银行股份有限公司宁波东门支行,500,3.61,0.76,东力控股集团有限公司将公司500万股质押给中国工商银行股份有限公司宁波东门支行用于融资,质押开始日期2017.08.25解除质押日期解除质押之日,已到平仓线,6.51,5.7,10.17,4.03,"13,000.00",93.86,19.78,--,2017/8/29,20180619
562,002164.SZ,2017/8/25,宋济隆,中国工商银行股份有限公司宁波东门支行,"1,260.00",32.15,1.92,"宋济隆将公司1,260万股质押给中国工商银行股份有限公司宁波东门支行用于融资",质押开始日期2017.08.25解除质押日期解除质押之日,已到平仓线,6.51,5.7,10.17,4.03,"2,860.00",72.97,4.35,--,2017/8/29,20180619
563,002164.SZ,2017/6/27,东力控股集团有限公司,中国光大银行股份有限公司宁波分行,"2,150.00",15.52,4.82,"东力控股集团有限公司将公司2,150万股质押给中国光大银行股份有限公司宁波分行用途融资",质押开始日期2017.06.27解除质押日期解除质押之日,已到平仓线,6.38,5.58,9.97,4.03,"12,500.00",90.25,28.05,--,2017/6/29,20180619
564,002164.SZ,2017/5/19,东力控股集团有限公司,兴业银行股份有限公司宁波分行,"2,500.00",18.05,5.61,"东力控股集团有限公司将25,000,000股质押给兴业银行股份有限公司宁波分行",质押起始日2017年5月19日至办理解除质押日结束,已到平仓线,6.49,5.68,10.14,4.03,"13,850.00",100,31.08,--,2017/5/20,20180619
565,002164.SZ,2016/8/22,东力控股集团有限公司,宁波银行股份有限公司江东支行,850,6.14,1.91,用于借款担保,质押期限自2016年8月22日起至质权人向中国证券登记结算有限责任公司深圳分公司办理解除质押为止。,已到平仓线,6.0,5.25,9.38,4.03,--,--,--,--,2016/8/24,20180702
566,002165.SZ,2017/1/9,江苏宝源投资管理有限公司,中国工商银行股份有限公司高淳支行,"3,000.00",17.8,4.98,质押给中国工商银行股份有限公司高淳支行,质押权利到期日为2021年12月21日,已到平仓线,5.53,4.84,8.65,4.82,"6,600.00",39.16,10.96,2021/12/21,2017/1/12,20180419
567,002167.SZ,2017/8/17,陈潮钿,方正证券股份有限公司,"3,373.88",49.98,5.43,"陈潮钿将33,738,750股份质押给方正证券股份有限公司用于融资",本次股份质押的质押期限自2017-08-17至解除质押之日止,已到平仓线,7.94,6.95,12.41,6.61,"6,673.88",98.87,10.75,--,2017/8/19,20180615
568,002169.SZ,2016/10/31,卢洁雯,广发证券股份有限公司,639.39,68.18,1.62,质押给广发证券股份有限公司,"质押开始日期2016年10月31日,质押到期日2019年10月30日",已到平仓线,6.14,5.38,9.6,5.34,639.39,68.18,1.62,2019/10/30,2016/11/1,20171127
569,002170.SZ,2017/9/5,黄培钊,深圳市广栢贸易有限公司,"2,000.00",8.07,2.25,"黄培钊先生将其持有的公司股份20,000,000股质押给深圳市广栢贸易有限公司用于个人融资","质押开始日期为2017年9月5日,质押到期日为办理解除质押登记手续之日",已到平仓线,4.65,4.07,7.27,3.19,"7,144.00",28.83,8.03,--,2017/9/8,20180615
570,002170.SZ,2017/6/2,邓祖科,齐鲁证券(上海)资产管理有限公司,3,0.2,0.0,"邓祖科2017年6月2日将30,000股份质押给齐鲁证券(上海)资产管理有限公司",质押起始日2016年11月1日,已到平仓线,4.49,3.93,7.01,3.19,--,--,--,--,2017/7/19,20180619
571,002170.SZ,2017/5/31,邓祖科,齐鲁证券(上海)资产管理有限公司,4,0.27,0.0,"邓祖科2017年5月31日将40,000股份质押给齐鲁证券(上海)资产管理有限公司",质押起始日2016年11月1日,已到平仓线,4.53,3.96,7.07,3.19,--,--,--,--,2017/7/19,20180619
572,002170.SZ,2017/5/23,邓祖科,齐鲁证券(上海)资产管理有限公司,5,0.33,0.01,"邓祖科2017年5月23日将50,000股份质押给齐鲁证券(上海)资产管理有限公司",质押起始日2016年11月1日,已到平仓线,4.56,3.99,7.12,3.19,--,--,--,--,2017/7/19,20180619
573,002170.SZ,2017/5/22,邓祖科,齐鲁证券(上海)资产管理有限公司,10,0.67,0.01,"邓祖科2017年5月22日将100,000股份质押给齐鲁证券(上海)资产管理有限公司",质押起始日2016年11月1日,已到平仓线,4.63,4.05,7.23,3.19,--,--,--,--,2017/7/19,20180619
574,002170.SZ,2017/5/18,邓祖科,齐鲁证券(上海)资产管理有限公司,4,0.27,0.0,"邓祖科2017年5月18日将40,000股份质押给齐鲁证券(上海)资产管理有限公司",质押起始日2016年11月1日,已到平仓线,4.72,4.13,7.38,3.19,--,--,--,--,2017/7/19,20180615
575,002170.SZ,2017/4/24,邓祖科,齐鲁证券(上海)资产管理有限公司,67,4.48,0.08,"邓祖科2017年4月24日将670,000股份质押给齐鲁证券(上海)资产管理有限公司",质押起始日2016年11月1日,已到平仓线,4.92,4.31,7.69,3.19,--,--,--,--,2017/7/19,20180614
576,002170.SZ,2016/11/1,邓祖科,齐鲁证券(上海)资产管理有限公司,400,26.77,0.45,"邓祖科2016年11月1日将4,000,000股份质押给齐鲁证券(上海)资产管理有限公司",质押起始日2016年11月1日,已到平仓线,6.28,5.49,9.81,3.19,--,--,--,--,2017/7/19,20180201
577,002170.SZ,2016/10/17,邓祖科,齐鲁证券(上海)资产管理有限公司,462.45,30.95,0.52,"邓祖科2016年10月17日将4,624,500股份质押给齐鲁证券(上海)资产管理有限公司",质押起始日2016年10月17日,已到平仓线,6.35,5.55,9.92,3.19,--,--,--,--,2017/7/19,20180201
578,002172.SZ,2017/8/25,澳洋集团有限公司,国海证券股份有限公司,"1,000.00",2.78,1.36,"2017年8月25日,澳洋集团将其持有的1,000万股公司股份补充质押给受托管理人国海证券,用于2016年非公开发行可交换公司债券(第一期)之换股事宜的补充质押",本次质押开始日期为2017年8月25日,已到平仓线,5.08,4.45,7.94,3.78,"30,355.00",84.29,41.38,--,2017/8/26,20180705
579,002172.SZ,2017/5/24,澳洋集团有限公司,国海证券股份有限公司,"1,700.00",4.72,2.32,"澳洋集团有限公司将18,000,000股质押给国海证券股份有限公司","质押开始日期2017年5月24日,质押解除日期至解除质押日",已到平仓线,4.78,4.18,7.47,3.78,"17,100.00",47.48,23.31,--,2017/5/25,20180903
580,002172.SZ,2017/2/24,澳洋集团有限公司,国海证券股份有限公司,"6,500.00",18.05,8.86,用于发行可交换公司债券,"质押开始日期2017年2月24日,质押解除日期至解除质押日",已到平仓线,6.92,6.06,10.82,3.78,"20,840.00",57.87,28.41,--,2017/2/28,20171207
581,002172.SZ,2017/1/16,澳洋集团有限公司,国海证券股份有限公司,800,2.22,1.09,质押给国海证券股份有限公司,质押自2017-1-16,已到平仓线,6.53,5.71,10.2,3.78,"14,340.00",39.82,19.55,--,2017/1/19,20180201
582,002172.SZ,2016/11/14,澳洋集团有限公司,国海证券股份有限公司,"6,500.00",18.05,8.86,质押给国海证券股份有限公司,质押到解除质押日,已到平仓线,7.03,6.15,10.98,3.78,"16,240.00",45.09,22.14,--,2016/11/17,20171205
583,002173.SZ,2017/12/22,上海康瀚投资管理中心(有限合伙),上海二三四五融资租赁有限公司,600,13.02,1.32,"上海康瀚投资管理中心(有限合伙)将6,000,000.00股份质押给上海二三四五融资租赁有限公司,为第三方提供担保。",冻结日期从2017年12月22日至质权人向中国证券登记结算有限责任公司申请办理解除质押为止,已到平仓线,8.63,7.55,13.49,6.43,"4,608.05",100,10.11,--,2017/12/26,20181226
584,002173.SZ,2017/12/22,上海康瀚投资管理中心(有限合伙),上海二三四五融资租赁有限公司,58.05,1.26,0.13,"上海康瀚投资管理中心(有限合伙)将980,473.00股份质押给上海二三四五融资租赁有限公司,为第三方提供担保。",冻结日期从2017年12月22日至质权人向中国证券登记结算有限责任公司申请办理解除质押为止,已到平仓线,8.63,7.55,13.49,6.43,"4,495.74",97.56,9.86,--,2018/5/10,20181226
585,002173.SZ,2017/8/10,上海康瀚投资管理中心(有限合伙),上海二三四五融资租赁有限公司,"1,087.70",23.6,2.39,"上海康瀚投资管理中心(有限合伙)质押给上海二三四五融资租赁有限公司12,580,473股用于担保",质押开始日期2017年8月10日至质权人向中国证券登记结算有限责任公司申请办理解除质押为止.,已到平仓线,9.27,8.11,14.49,6.43,"4,495.74",97.56,9.86,--,2018/5/10,20181217
586,002173.SZ,2017/7/24,陈越孟,上海银行股份有限公司杭州分行,111.59,13.14,0.24,"陈越孟质押给上海银行股份有限公司杭州分行1,115,864股用于担保",质押开始日期2017年7月24日至质权人向中国证券登记结算有限责任公司申请办理解除质押为止。,已到平仓线,9.29,8.13,14.52,6.43,848.9,100,1.86,--,2017/7/26,20181214
587,002173.SZ,2017/6/15,上海康瀚投资管理中心(有限合伙),韩猛,450,9.77,0.99,"上海康瀚投资管理中心(有限合伙)将4500000股质押给韩猛,用途借款担保","质押开始日2017-06-15
质押到期日2020-06-14",已到平仓线,10.33,9.04,16.13,6.43,"3,350.00",72.7,7.35,2020/6/14,2017/6/17,20181011
588,002173.SZ,2016/9/5,上海康瀚投资管理中心(有限合伙),上海二三四五融资租赁有限公司,300,6.51,0.66,质押给上海二三四五融资租赁有限公司,"至质权人向中国证券登记结算有限责任公司申请办理
解除质押为止",已到平仓线,12.25,10.72,19.14,6.43,"4,608.05",100,10.11,--,2017/12/26,20180209
589,002173.SZ,2016/5/19,上海康瀚投资管理中心(有限合伙),上海二三四五融资租赁有限公司,"2,000.00",43.4,4.38,质押给上海二三四五融资租赁有限公司20000000股用于融资担保,质押开始日期2016年5月19日至质权人向中国证券登记结算有限责任公司申请办理解除质押为止,已到平仓线,10.79,9.44,16.86,6.43,"2,600.00",56.42,5.69,--,2016/5/20,20181011
590,002173.SZ,2016/3/14,陈越孟,上海银行股份有限公司杭州分行,737.31,86.86,1.61,"陈越孟质押给上海银行股份有限公司杭州分行7,373,100股",至质权人向中国证券登记结算有限责任公司深圳分公司申请办理解除质押为止,已到平仓线,10.92,9.56,17.07,6.43,737.31,86.86,1.61,--,2016/3/28,20181011
591,002173.SZ,2016/2/3,陈夏英,浙江浙商汇悦财富管理有限公司,"2,600.00",31.52,12.86,陈夏英女士将其所持公司2600万股无限售流通股质押给浙江浙商汇悦财富管理有限公司。本次证券质押登记手续已于2016年2月3日在中国证券登记结算有限责任公司深圳分公司办理完毕,股份质押期限自2016年2月3日起至质权人向中国证券登记结算有限责任公司深圳分公司申请办理解除质押为止。,已到平仓线,13.46,11.78,21.03,6.43,"6,970.00",84.51,34.47,--,2016/2/5,20180202
592,002147.SZ,2017/8/1,林奇,中信证券股份有限公司,"1,600.00",5.27,1.8,"2017年8月1日,林奇先生将其持有的无限售条件流通股16,000,000股(占公司目前股份总数1.86%)公司股票与中信证券股份有限公司进行股票质押式回购交易","初始交易日为2017年8月1日,购回交易日为2019年8月1日,延期至2020/08/01",已到平仓线,19.39,16.97,30.3,13.78,"29,218.92",96.2,32.89,2020/8/1,2019/8/2,20170801
593,002147.SZ,2017/7/27,林奇,中信证券股份有限公司,"1,000.00",3.29,1.13,"2017年7月27日,林奇先生将其持有的无限售条件流通股10,000,000股(占公司目前股份总数1.16%)公司股票与中信证券股份有限公司进行股票质押式回购交易","初始交易日为2017年7月27日,购回交易日为2019年7月27日延期至2020/07/27",已到平仓线,19.9,17.41,31.09,13.78,"29,218.92",96.2,32.89,2020/7/27,2019/8/2,20170727
594,002147.SZ,2017/7/4,林奇,华安未来资产管理(上海)有限公司,"2,550.00",8.24,2.87,"林奇先生将其持有的无限售条件流通股25,500,000股(占公司目前股份总数2.96%)公司股票质押给华安未来资产管理(上海)有限公司用于融资","初始交易日为2017年7月4日,购回交易日为2019年7月5日。现质押到期日2020年9月30日",已到平仓线,20.26,17.73,31.66,13.78,"28,270.08",91.33,31.82,2020/9/30,2019/7/6,20170704
595,002147.SZ,2017/6/29,林奇,华安未来资产管理(上海)有限公司,"2,400.00",7.75,2.7,"林奇质押24,000,000股给华安未来资产管理(上海)有限公司用于融资","质押开始日期2017年6月29日
质押到期日2019年6月29日,延期至2020/09/30",已到平仓线,20.36,17.81,31.81,13.78,"28,075.58",90.7,31.6,2020/9/30,2019/7/3,20170629
596,002147.SZ,2017/6/15,林奇,中信证券股份有限公司,700,2.3,0.79,林奇质押股份给中信证券股份有限公司用于融资,"初始交易日为2017年6月15日,购回交易日为2019年6月15日延期至2019年7月27日延期至2020/06/15",已到平仓线,19.66,17.2,30.72,13.78,"29,218.92",96.2,32.89,2020/6/15,2019/8/2,20170615
597,002147.SZ,2016/12/5,林奇,广发证券股份有限公司,"2,700.00",8.72,3.04,"林奇将27,000,000股质押给广发证券股份有限公司用于融资","质押期限从2016年12月5日至2018年12月4日
现延期至2019年3月3日现延期至2019年12月2日",已到平仓线,18.03,15.77,28.17,13.78,"30,280.58",97.83,34.08,2019/12/2,2019/3/6,20170116
598,002176.SZ,2018/9/3,江西江特电气集团有限公司,中航证券有限公司,"1,964.00",8.15,1.34,"江西江特电气集团有限公司质押12,830,000股给中航证券有限公司用于补充流动资金",质押期限从2018年9月3日至2019年9月3日,已到平仓线,4.82,4.22,7.53,4.1,"11,555.02",47.97,7.86,2019/9/3,2018/9/5,20190731
